longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction
85.80074281634366,20.249329061215988,0.06885453,0.17731552,0.16301705,-0.11588844,37.853893940000034,0.0
85.80083264787207,20.249329061215988,0.045308415,0.14141656,0.1480103,-0.11610488,37.853893940000034,0.0
85.80092247940048,20.249329061215988,0.09170581,0.13599208,0.14547957,-0.13430893,38.16664277000004,0.0
85.8010123109289,20.249329061215988,0.11334624,0.22883172,0.19534238,-0.117669925,38.16664277000004,0.0
85.80110214245731,20.249329061215988,0.109699,0.17029254,0.15006264,-0.13203683,38.16664277000004,0.0
85.80119197398571,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0
85.80128180551412,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0
85.80137163704254,20.249329061215988,0.09149942,0.12803583,0.12749174,-0.14489165,38.32387169000003,0.0
85.80146146857095,20.249329061215988,0.09297298,0.083824195,0.12244898,-0.19538872,37.96839761000001,0.0
85.80155130009936,20.249329061215988,0.114587724,0.33079466,0.25038353,-0.12505335,37.96839761000001,0.0
85.80164113162778,20.249329061215988,0.1132686,0.2573759,0.21577288,-0.17987803,37.96839761000001,0.0
85.80173096315619,20.249329061215988,0.13246901,0.09053869,0.11809684,-0.20878458,37.37708014999998,0.0
85.8018207946846,20.249329061215988,0.3480392,0.045346055,0.061592538,-0.3229104,37.37708014999998,0.0
85.80020382717318,20.249239229687575,0.54524887,-0.14717618,-0.07155725,-0.55183184,36.920774480000034,0.8274509803921568
85.80029365870159,20.249239229687575,0.50093925,-0.08265585,-0.023480674,-0.4701012,36.920774480000034,1.0
85.80038349023,20.249239229687575,0.45919257,-0.058352627,-0.009076673,-0.43542853,36.920774480000034,1.0
85.80047332175842,20.249239229687575,0.24758278,0.024289643,0.065395094,-0.28952152,36.920774480000034,0.0
85.80056315328683,20.249239229687575,0.19593346,0.17139806,0.16450962,-0.23277232,36.920774480000034,0.0
85.80065298481524,20.249239229687575,0.13808176,0.10712122,0.12068966,-0.21995592,37.59583343000003,0.0
85.80074281634366,20.249239229687575,0.062020883,0.051452287,0.099492885,-0.11159738,37.59583343000003,0.0
